,e_class,prep_tweet
7958,2,bit annoying remind m unfit determination feel poo determination bit vicious circle
7959,1,feel like heroine stress teary wear hardship pretty shallow
7960,4,look forward great year feel optimistic hard busy
7961,3,bite lip slightly whisper feel weird tell hurt
7962,4,m feel adventurous ill develop
7963,0,feel pretty confused future career goal see creatively stimulating fulfil teaching feel confident pursue career education
7964,4,couple s feel post useful comment chuff
7965,4,feel comfortable know detail ahead time
7966,4,live husband child spirituality love nature enthusiasm life keep feel grounded happy
7967,1,m feel horrible
7968,4,feel total partnership precious
7969,4,feel gorgeous boyfriend throw wall toilet cubicle
7970,4,get feel carefree ice cold air nip face
7971,1,need cantor ministry feel hate support view
7972,1,emphasize feeling lose find
7973,0,loose job f amp ed xmas hate xmas hate holiday wish away feel nervous feel sad disappoint family friend
7974,1,know come week sit relish love hate feel hurt
7975,4,run mile old custom orthotic feel fine tonight
7976,4,not help feel like specifically weight loss plight successful bore
7977,1,ve low ve feel shitty
7978,4,decide rewrite fic writte know return feel writting match talente writter fan fic yes mean heartdesire mentel x core
7979,4,feel appreciative life live
7980,5,start hate fact post eventually end write lonely feel romantic partner whatsoever
7981,4,feel talented realistic
7982,2,m feel distracted recently
7983,2,feel fuck
7984,0,tell feel oddly vulnerable disjointed like not want come play lot time
7985,4,start feel sweet feeling peace
7986,1,think feel numb
7987,0,feel bit agitated stress find surprising relief clean decluttere house small space like closet
7988,4,feel bit safe motivator work trust able use motivator combat part ed patient strong
7989,4,need hear today struggle feel valuable stay home know important great hear husband value day
7990,2,feel m try stubborn ignorant time go
7991,1,promise respect personal boundary acknowledge perfect divine right need feel guilty
7992,5,know lloyd live street ask m wonder feel accept
7993,4,lot normal symptom sore boob constant pee irritability irrational feeling superior sniffer gag reflex etc
7994,4,hour sleep feel stay faithful goal
7995,5,feel passionate date
7996,4,feel sweet euphermal scent justice
7997,1,leave feel foolish rain
7998,4,don t eat want good sensation eat provide feeling delicious soporific effect luscious hazy dreamy state ice cream give go torture
7999,4,m feel keen billy dee lee triangle thing partly m sell lee kara thing partly not buy dee true interest lee past raw attraction
8000,4,feel cool read book especially read wait doctor appointment
8001,1,leave sunday feel utterly drain ounce leave
8002,4,nervous match time get simply feel glad alive treacherous journey foul weather
8003,3,feeling impress ecker
8004,4,rock festival high school feel accept feel like belong movement classmate relate busy listen auto tune bullshit
8005,1,not want talk dumb mistake feel miserable not think give
8006,5,m feel m watch read beware spoiler music m love listen
8007,1,m feel pretty discourage morning
8008,1,love kitty kind feel like spider underrated hate
8009,2,think feel insult good thing maybe felt insult clear attack racial religious slur aim personally comment learn
8010,1,feel like miss single holiday year hit hard year
8011,4,love invert suspension make feel graceful elegant sexy
8012,5,feel pull evil vampire want suck pit hell
8013,5,healthy don t feel horny m sexually frustrated
8014,4,feel like value strip
8015,4,feel like pinch sure real sheer quantity awesomeness m receive amazing
8016,4,will not depth review feel superior version
8017,1,feel low energy effect stress
8018,4,end day feel hopeful relaxed
8019,4,feeling s pretty proud work
8020,2,generally don t eat lot junk stress eat comfortable child care feel stressed eat junk
8021,1,feel exhausted drain conversation take
8022,4,point feel lose try playful approach take level good time nap
8023,2,appointment friend drink coffee togehter
8024,1,feel bad give credit
8025,4,feel important holiday film time
8026,0,don t want feel inhibit body typical ballet body
8027,2,feel disgusted ashamed
8028,4,feel like instantly addison reed super collector hour ago
8029,5,feel passionate
8030,5,not like coldstone feel like waaaaayyyy sweet think choice good job make delicous creation give creaminess overload
8031,4,feel sweet century old cake
8032,5,recall feeling peacefulness tender smile warm hand
8033,4,m currently get bit reality exam amp work feel glad s subject leave
8034,4,like idea wear thing comfortable feel cute
8035,4,feel satisfied go challenge
8036,4,feeling talented
8037,2,try feel rush busy
8038,4,feel good run feel normal
8039,0,feel body start shake nervous anticipation
8040,2,feel selfish time want escape day day feel like think kid take instead
8041,0,feel vulnerable
8042,4,feeling wasn t entirely truthful thing reason lie
8043,2,stop reactive little time feel wronged sense wrong universe
8044,0,frantically try feel frantic walk studio
8045,1,m kind stage m feel disillusion
8046,4,walk away encounter feeling bless
8047,1,look mirror day think look pretty feel like look boring time
8048,0,feel weird feel wanna know
8049,1,think arrive make stress make feel unhappy
8050,1,feeling decide buy dumb
8051,4,feel somewhat satisfied finally finish apron start make sister birthday month ago
8052,4,plan relax lounge hour tv bit man vs food shall feel virtuous swap late night chocolate bar cup tea whilst watch gorge disgustingly bad food
8053,4,process properly m feel positive able resume training
8054,4,wake feel pretty energetic yoga shower hungry
8055,4,equally feel relieved hardcore supporter post big social medium undergo plastic surgery change today hide face
8056,1,cross finish line want feel exhausted alive exact time
8057,2,m feel jealous think wrap clean warm soft
8058,4,suddenly feel like kind innocent virgin
8059,4,don t feel like teach s simply pleasant thing require effort
8060,3,tad jaded stop booth rep recite memorized spiel mention follow unit year come away feel pretty impressed
8061,1,feel devastate disgust betray
8062,1,feel pretty awful
8063,4,feel like not need grasp comfortable capable try new
8064,4,rarely consider garment m go day reason feel self assure matter body clothe look excellent
8065,1,feel one go to fix m break cry inanimate eye
8066,1,feel pretty beat
8067,4,m addict way live healthy fit lifestyle make feel energetic confident strong youthful daily basis
8068,4,feel like author little underrated consider creative write scarlet
8069,2,stop look solution problem stop feel like dissatisfy
8070,4,feel passionate connect treat population kid sexually maladaptive behavior
8071,4,feeling make architecturally inspire window quilt summer
8072,1,home feel somewhat dull girl sure real life like anymore short time away amazing quickly brain vacation
8073,1,recommend strongly feel isolated lonely interested get people live good old fashion truly diverse americana kind way
8074,1,end feel exhausted rest day
8075,0,feel reluctant apply want able find company know person
8076,0,sit write start dig feeling think afraid accept possibility
8077,1,work past feeling deprive say food fat sugar fill
8078,3,curious feeling benjamin button forest gump curious case benjamin button review href http stayviolation
8079,4,feel relieved time feel lost
8080,4,super think small pistil say feel kind brave manliness href http www
8081,4,think reason love concert setting feel completely comfortable let loose
8082,0,feel pressured look awful dark wig eye brow look light
8083,4,feel tranquil today
8084,1,feel unimportant right like worth time people waste try happy like wrong come realization wrong feel like worthless
8085,4,rare organising mode bring tomorrow inspection feel fairly virtuous
8086,4,wish week feel like mellow week tidying cleaning watch old movie daytime tv
8087,1,arlovski ufc win feel horrible leave comment
8088,1,feel victimize like m getting rob
8089,0,hope don t run irrationally kill people feel threatened like animal
8090,2,try try blogger read s schedule review go close else m tired feel rush tired pressure
8091,1,piece feel unsuccessful ill dismantle recreate feel like work
8092,4,sure feel lot positive feel little month ve know mean
8093,0,feel like m frantic race clock t figure
8094,2,feel dangerous invest market
8095,4,wish pasta dish combine beet rabiola fresca ravioli naked pasta feel like dish encompas yin yang case sweet savory side perfect summer pasta
8096,4,feel like m half person moment not write feel assure write office program
8097,1,say pop dread m busy feel depressed elated horrible mixture notice
8098,4,wear perfume feel elegant beautiful
